"id","programName","programDescription","programType","targetRace","workoutDay","workoutTitle","sessionType","garminSport","exerciseName","exerciseDetails","garminExerciseCategory","garminExerciseName","weightKg","restSeconds","sets","reps","runType","runDistance","runPaceZone","runDescription","runEffortLevel","noIntervals"
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","19","MetCon Movement Work","cardio","CARDIO_TRAINING","Note · Why this session","Learn the movements at manageable load before you meet them at competition weight. Bench press and the sandbag squat-to-carry sequence are the two elements that most often need extra work.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","19","MetCon Movement Work","cardio","CARDIO_TRAINING","Note · Kit - Footwear and sleeves","Footwear must be worn. One pair of knee sleeves only - not two, and they may not be rolled to increase thickness. Headphones and earbuds are not permitted anywhere on the competition floor, so if you usually train with music it is worth doing some sessions without it.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","19","MetCon Movement Work","cardio","CARDIO_TRAINING","Note · Fuel and hydration","Pre: 40-50 g carbohydrate, 90 min before.
Intra: Electrolyte drink between rounds, not during them.
Post: 40 g protein plus 1.0 g/kg carbs within two hours.
Daily macros: Day: carbs 5-6 g/kg protein 1.8-2.2 g/kg
Hydration: Session: sweat rate x 1.2
Electrolytes: required. Highest sweat rate of your week.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","19","MetCon Movement Work","cardio","CARDIO_TRAINING","Note · Recovery","High metabolic · moderate mechanical
Loaded squatting and grip, no heavy eccentrics. Twenty minutes of easy walking or light cycling tonight. Not running - tomorrow needs your legs.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","19","MetCon Movement Work","cardio","CARDIO_TRAINING","Note · Log today","- Time for each round
- Drop from round one to the final round, target within 10%
- Where the sandbag block broke down","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","19","MetCon Movement Work","cardio","CARDIO_TRAINING","Note · Day at a glance","Session: MetCon Movement Work
Type: MetCon circuit
Shape: Single
Relative load: Moderate","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","20","Long Aerobic + Ski Introduction","cardio","RUNNING","Run","80 min at easy aerobic","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","20","Long Aerobic + Ski Introduction","cardio","CARDIO_TRAINING","Ski - Immediately After","12 min at steady","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","20","Long Aerobic + Ski Introduction","cardio","CARDIO_TRAINING","Note · Ski - Immediately After","Transition without pausing. Note how the first ninety seconds feel. That sensation is what the Development phase trains away.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","20","Long Aerobic + Ski Introduction","cardio","RUNNING","Note · Why this session","Time on feet plus a first exposure to skiing on tired legs. In the Development phase this becomes the most specific session in the book, so build the habit now.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","20","Long Aerobic + Ski Introduction","cardio","RUNNING","Note · From the floor - Pacing the buy-in","Common advice suggests the first four minutes should feel almost easy. In this format that reduces the ski time available, which is where the score comes from. Run the buy-in at or above your 10 km race pace from the start.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","20","Long Aerobic + Ski Introduction","cardio","RUNNING","Note · Fuel and hydration","Pre: 40-50 g carbohydrate, 90 min before. Under-fuel this and the data is meaningless.
Post: 30-40 g protein plus 1.0 g/kg carbohydrate.
Daily macros: Day: carbs 5-6 g/kg protein 1.8-2.2 g/kg
Hydration: Session: sweat rate x 1.1
Electrolytes: yes. Sip between rounds.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","20","Long Aerobic + Ski Introduction","cardio","RUNNING","Note · Recovery","High metabolic · moderate mechanical
Tomorrow's easy aerobic is your recovery, which is why it sits there. Sleep is tonight's priority. Legs beaten up in the morning? Take Sunday as a walk.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","20","Long Aerobic + Ski Introduction","cardio","RUNNING","Note · Log today","- Ski metres per round, or 500 m splits if rehearsing the full zone
- Final round as a percentage of the first, target within 5%
- How the first thirty seconds of each ski felt","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","20","Long Aerobic + Ski Introduction","cardio","RUNNING","Note · Day at a glance","Session: Long Aerobic + Ski Introduction
Type: Run to ski transition
Shape: Single
Relative load: Moderate","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","21","Easy Aerobic","cardio","RUNNING","Easy Aerobic","60 min — run / bike / hike","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","21","Easy Aerobic","cardio","RUNNING","Note","Conversational the entire time. If your legs are sore from yesterday, walking or riding instead of running is the better choice.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","21","Easy Aerobic","cardio","RUNNING","Note · Why this session","Aerobic maintenance and active clearance of yesterday. The only way to get this day wrong is to go too hard.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","21","Easy Aerobic","cardio","RUNNING","Note · Score impact","An athlete who wins two zones and finishes fortieth in the third scores 42. An athlete who finishes twelfth, fourteenth and fifteenth scores 41 and beats them. A strong result in one zone cannot be carried across to offset a weak one.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","21","Easy Aerobic","cardio","RUNNING","Note · Fuel and hydration","Pre: Optional. Small carbohydrate serving if you prefer not to train empty.
Post: Normal meal within a couple of hours.
Daily macros: Day: carbs 4-5 g/kg protein 1.8-2.2 g/kg
Hydration: Session: sweat rate x 0.8
Electrolytes: only if over 60 min or hot.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","21","Easy Aerobic","cardio","RUNNING","Note · Recovery","Minimal · this session is the recovery
Low mechanical load, sustained blood flow, negligible metabolic cost. After it, take the rest of the day genuinely off.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","21","Easy Aerobic","cardio","RUNNING","Note · Log today","- Average heart rate
- Compare to the same session in Week 1
- How the week felt overall","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","21","Easy Aerobic","cardio","RUNNING","Note · Day at a glance","Session: Easy Aerobic
Type: Easy aerobic
Shape: Single
Relative load: Low","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","AM — Aerobic Run","cardio","RUNNING","Aerobic Run","25 min easy","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","AM — Aerobic Run","cardio","RUNNING","Note","Warm-up 8 min easy. Main set at conversational. Cool-down 5 min easy. Full sentences throughout.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","AM — Aerobic Run","cardio","RUNNING","Note · Week 4 of 12 — Base Phase","WEEK 4 OF 4, week commencing 2026-11-23.
What changes: Deload. Volume drops by roughly forty per cent while the shape of the week stays intact. Resist the urge to fill the gap.
One priority: Do less. The reduced load is what makes the next phase productive.
If you miss a session: Drop it and move on. Nothing in this phase is irreplaceable, and doubling up usually costs more than the missed session was worth. If two are missed in a week, repeating the week is the better option.
Looking ahead: Week 5 opens the Development phase. Ski becomes intervals, running becomes threshold, and the repeat-triple protocol starts.
Volume: run 1h40 · ski 20m · 2 lift sessions · 4h00 total","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","AM — Aerobic Run","cardio","RUNNING","Note · Why this session","Aerobic volume builds the base every later phase draws on. Upper work runs at accumulation loads. Run first, lift six hours later.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","AM — Aerobic Run","cardio","RUNNING","Note · Deload honestly","The purpose of a deload is to let accumulated fatigue clear so the next phase starts on a recovered athlete, which is why the reduced load is worth keeping to. Feeling good on a light week is a sign it is working rather than evidence that more was needed.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","PM — Upper Accumulation","strength","STRENGTH_TRAINING","Note · Upper Accumulation","Min 6 h after AM.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","PM — Upper Accumulation","strength","STRENGTH_TRAINING","A1 Push Press","3 x 6 · 4 RIR","","","","","3","6","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","PM — Upper Accumulation","strength","STRENGTH_TRAINING","A2 Weighted Pull-Up or Heavy Row","3 x 8 · 3 RIR","","","","","3","8","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","PM — Upper Accumulation","strength","STRENGTH_TRAINING","B1 DB Bench Press (12.5 kg)","2 x 12","","","12.5","","2","12","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","PM — Upper Accumulation","strength","STRENGTH_TRAINING","B2 Barbell Bent-Over Row","3 x 12 · 3 RIR","","","","","3","12","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","PM — Upper Accumulation","strength","STRENGTH_TRAINING","C Half-Kneeling Z Press","3 x 10 · 3 RIR","","","","","3","10","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","PM — Upper Accumulation","strength","STRENGTH_TRAINING","Note","Push press, not strict press.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","PM — Upper Accumulation","strength","STRENGTH_TRAINING","Note · Fuel and hydration","Pre-AM: 30-40 g carbohydrate, 60-90 min before.
Between: Inside 60 min: 1.0-1.5 g/kg carbs plus 30-40 g protein. Non-negotiable on a double day.
Post-PM: 30-40 g protein plus 0.5-1.0 g/kg carbs within two hours.
Daily macros: Day: carbs 5-6 g/kg protein 1.8-2.2 g/kg
Hydration: AM: sweat rate x 0.7 · PM: sweat rate x 0.9
Electrolytes: AM run if over 60 min or warm.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","PM — Upper Accumulation","strength","STRENGTH_TRAINING","Note · Recovery","Moderate mechanical · moderate central
Sleep is the intervention. You have moved twice today, so more movement is not more recovery. Tomorrow is ski: trunk and lats, legs left alone.","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","PM — Upper Accumulation","strength","STRENGTH_TRAINING","Note · Log today","- Fastest and slowest interval pace, and the gap between them
- Push press top set and RIR
- How the legs felt in the PM session","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","22","PM — Upper Accumulation","strength","STRENGTH_TRAINING","Note · Day at a glance","Session: Aerobic Run + Upper Accumulation
Type: Run + Upper strength
Shape: Double — the AM and PM sessions need six hours between them
Relative load: Moderate","","","","","","","","","","","",""
"","ATHX 2027 — Women's Pro Division","Twelve-week preparation plan for ATHX 2027 — Women's edition, Pro division loads. Starts Monday 2 November 2026 and runs to competition weekend, ATHX London on 23-24 January 2027. Four phases: Base (weeks 1-4), Development (5-8), Specific (9-11), then Taper and Competition (12). Six training days a week across 72 training days and 12 rest days, 24 of them doubled AM and PM. Trains all three competition zones — Strength, Endurance and MetCon X — and carries the plan's own fuelling, hydration, recovery, teaching and daily log prompts on each day.","hybrid","","23","Ski Technique + Grip","cardio","CARDIO_TRAINING","Ski - Continuous · Warm-up","4 min easy","","","","","","","","","","","",""
